STUDIOOBJSETTINGS_PAGE_LIGHT_GENERAL_TITLE	Generale
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_TITLE	Ombre

STUDIOOBJSETTINGS_PAGE_LIGHT_COLOR	Colore
STUDIOOBJSETTINGS_PAGE_LIGHT_INT	Intensità
STUDIOOBJSETTINGS_PAGE_LIGHT_RANGE	Range
STUDIOOBJSETTINGS_PAGE_LIGHT_ANG	Angolo
STUDIOOBJSETTINGS_PAGE_LIGHT_INNANG	Angolo interno
STUDIOOBJSETTINGS_PAGE_LIGHT_TYPE	Tipo
STUDIOOBJSETTINGS_PAGE_LIGHT_STRENGTH	Intensità
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY	Qualità

STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_NONE	Nessuna
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_HARD	Dura
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_SOFT	Morbida

STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_USEPIPELINESETTINGS	Usa le impostazioni della pipeline	-2
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_LOW	Basso
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_MEDIUM	Medio
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_HIGH	Alto
