STUDIOCHARSETTINGS_EYEHEADPANEL_TITLE	Controle de Cabeça e Olhar
STUDIOCHARSETTINGS_EYEHEADPANEL_NONESELECTED	Nenhum personagem selecionado
STUDIOCHARSETTINGS_EYEHEADPANEL_ONLYONEALLOWED	Apenas um personagem pode ser modificado por vez
STUDIOCHARSETTINGS_EYEHEADPANEL_NOTSUPPORTED	Este personagem não possui suporte ao controle de cabeça e olhar

STUDIOCHARSETTINGS_EYEHEADPANEL_EYES	Olhar
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD	Cabeça

STUDIOCHARSETTINGS_EYEHEADPANEL_DIRECTION	Direção

STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_UP	Cima
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_DOWN	Baixo
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_LEFT	Esquerda
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_RIGHT	Direita
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_UPLEFT	Cima/Esquerda
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_UPRIGHT	Cima/Direita
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_DOWNLEFT	Baixo/Esquerda
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_DOWNRIGHT	Baixo/Direita

STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_UP	Cima
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_DOWN	Baixo
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_LEFT	Esquerda
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_RIGHT	Direita
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_UPLEFT	Cima/Esquerda
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_UPRIGHT	Cima/Direita
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_DOWNLEFT	Baixo/Esquerda
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_DOWNRIGHT	Baixo/Direita
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_CAMERA	Câmera
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_MANUAL	Manual
STUDIOCHARSETTINGS_EYEHEADPANEL_LOOK_FORWARD	Para Frente
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_CAMERA	Câmera
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_ANIMATION	Animação
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_MANUAL	Manual
STUDIOCHARSETTINGS_EYEHEADPANEL_HEAD_FORWARD	Para Frente
STUDIOCHARSETTINGS_EYEHEADPANEL_COPY	Copiar
STUDIOCHARSETTINGS_EYEHEADPANEL_PASTE	Colar
