STUDIOOBJSETTINGS_PAGE_LIGHT_GENERAL_TITLE	Geral
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_TITLE	Sombras

STUDIOOBJSETTINGS_PAGE_LIGHT_COLOR	Cor
STUDIOOBJSETTINGS_PAGE_LIGHT_INT	Intensidade
STUDIOOBJSETTINGS_PAGE_LIGHT_RANGE	Alcance
STUDIOOBJSETTINGS_PAGE_LIGHT_ANG	Ângulo
STUDIOOBJSETTINGS_PAGE_LIGHT_INNANG	Ângulo Interno
STUDIOOBJSETTINGS_PAGE_LIGHT_TYPE	Tipo
STUDIOOBJSETTINGS_PAGE_LIGHT_STRENGTH	Força
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY	Qualidade

STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_NONE	Nenhuma
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_HARD	Duras
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_SOFT	Macias

STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_USEPIPELINESETTINGS	Usar Configurações da Pipeline	-2
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_LOW	Baixa
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_MEDIUM	Média
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_HIGH	Alta
