STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_GENERAL_TITLE	Geral
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_SPATIAL_TITLE	Espacialização

STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_VOLUME	Volume
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_PLAYBACK	Reproduzir
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_REPEAT	Repetir
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_STOP	Parar
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_START	Iniciar

STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_TOGGLE	Alternar
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_SPATIAL	Espacial
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_BLEND	Mixagem
