STUDIOOBJSETTINGS_PAGE_LIGHT_GENERAL_TITLE	常规
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_TITLE	阴影

STUDIOOBJSETTINGS_PAGE_LIGHT_COLOR	颜色
STUDIOOBJSETTINGS_PAGE_LIGHT_INT	强度
STUDIOOBJSETTINGS_PAGE_LIGHT_RANGE	范围
STUDIOOBJSETTINGS_PAGE_LIGHT_ANG	角度
STUDIOOBJSETTINGS_PAGE_LIGHT_INNANG	内角度
STUDIOOBJSETTINGS_PAGE_LIGHT_TYPE	类型
STUDIOOBJSETTINGS_PAGE_LIGHT_STRENGTH	强度
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY	质量

STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_NONE	无
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_HARD	硬阴影
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_SOFT	软阴影

STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_USEPIPELINESETTINGS	使用管线设置
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_LOW	低
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_MEDIUM	中
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_HIGH	高
