STUDIOCHARSETTINGS_EXPRPANEL_TITLE	表情
STUDIOCHARSETTINGS_EXPRPANEL_NONESELECTED	キャラクターが選択されていません
STUDIOCHARSETTINGS_EXPRPANEL_ONLYONEALLOWED	一度に修正できるキャラクターは１人だけです
STUDIOCHARSETTINGS_EXPRPANEL_NOTSUPPORTED	このキャラクターは表情をサポートしていません

STUDIOCHARSETTINGS_EXPRPANEL_EYES	目
STUDIOCHARSETTINGS_EXPRPANEL_MOUTH	口

STUDIOCHARSETTINGS_EXPRPANEL_TOGGLE	切り替え
STUDIOCHARSETTINGS_EXPRPANEL_EXPRESSION	表情
STUDIOCHARSETTINGS_EXPRPANEL_AUTO	自動

STUDIOCHARSETTINGS_EXPRPANEL_OPENING	開き
STUDIOCHARSETTINGS_EXPRPANEL_OPENINGL	開き（左）
STUDIOCHARSETTINGS_EXPRPANEL_OPENINGR	開き（右）
STUDIOCHARSETTINGS_EXPRPANEL_SPLITOPENING	目の開き方を分ける
STUDIOCHARSETTINGS_EXPRPANEL_BLINKING	まばたき
STUDIOCHARSETTINGS_EXPRPANEL_COPY	コピー
STUDIOCHARSETTINGS_EXPRPANEL_PASTE	ペースト
