CHARAOBJPANEL_NONESELECTED	Nenhum
CHARAOBJPANEL_NONEAVAILABLE	Nenhum objeto disponível

CHARAOBJPANEL_SEARCH_NAME	Nome
CHARAOBJPANEL_SEARCH_DESC	Descrição
CHARAOBJPANEL_SEARCH_TAGS	Marcadores	-2

CHARAOBJLAYERPANEL_REMOVE	Remover
CHARAOBJLAYERPANEL_EDIT	Editar
CHARAOBJEDITPANEL_HEADER_TRANSFORM	Transform
CHARAOBJEDITPANEL_HEADER_ACCESSORY	Acessório
CHARAOBJEDITPANEL_NONESELECTED	Nenhum
CHARAOBJEDITPANEL_GIZMO	Gizmo de Movimentação
CHARAOBJEDITPANEL_DISPLAY	Exibir
CHARAOBJEDITPANEL_PARENT	Pai:
CHARAOBJEDITPANEL_BOUNDCLOTHING	Roupa Associada:
CHARAOBJEDITPANEL_VISIBILITY	Visibilidade
CHARAOBJEDITPANEL_VISIBILITY_ESSENTIAL	Essencial
CHARAOBJEDITPANEL_VISIBILITY_IMPORTANT	Importante
CHARAOBJEDITPANEL_VISIBILITY_UNIMPORTANT	Não Importante
CHARAOBJEDITPANEL_HEADER_COLORS	Cores
CHARAOBJEDITPANEL_RESET	Resetar
CHARAOBJEDITPANEL_HEADER_TEXTURE	Textura
CHARAOBJEDITPANEL_EXPORT	Exportar	-2
CHARAOBJEDITPANEL_SYNCCOLORSTOBODY	Sincronizar cores para o corpo	-4
CHARAOBJEDITPANEL_SYNCCOLORSTOFACE	Sincronizar cores para o rosto	-3
CHARAOBJEDITPANEL_HEADER_ADVANCED	Avançado
CHARAOBJEDITPANEL_HEADER_HAIR	Hair
CHARAOBJEDITPANEL_STRENGTH	Strength
CHARAOBJEDITPANEL_EXPONENT	Exponent
CHARAOBJEDITPANEL_HIGHLIGHT	Highlight
CHARAOBJEDITPANEL_COLOR	Color
CHARAOBJEDITPANEL_LENGTH	Length
CHARAOBJEDITPANEL_HIGHLIGHTNOISE	Highlight Noise
CHARAOBJEDITPANEL_STRETCH	Stretch
CHARAOBJEDITPANEL_SEED	Seed
CHARAOBJEDITPANEL_HIGHLIGHTFRESNEL	Highlight Fresnel
CHARAOBJEDITPANEL_POWER	Power
CHARAOBJEDITPANEL_BIAS	Bias
CHARAOBJEDITPANEL_CONTRAST	Contrast
CHARAOBJEDITPANEL_ANISOTROPY	Anisotropy
CHARAOBJEDITPANEL_UV	UV
CHARAOBJEDITPANEL_LOWNOISE	Low Noise
CHARAOBJEDITPANEL_MIDNOISE	Mid Noise
CHARAOBJEDITPANEL_HIGHNOISE	High Noise
CHARAOBJEDITPANEL_SCALE	Scale
