STUDIOCHARSETTINGS_EXPRPANEL_TITLE	表情
STUDIOCHARSETTINGS_EXPRPANEL_NONESELECTED	未選擇角色
STUDIOCHARSETTINGS_EXPRPANEL_ONLYONEALLOWED	一次只能修改一個角色
STUDIOCHARSETTINGS_EXPRPANEL_NOTSUPPORTED	該角色不支持表情

STUDIOCHARSETTINGS_EXPRPANEL_EYES	眼睛
STUDIOCHARSETTINGS_EXPRPANEL_MOUTH	嘴巴

STUDIOCHARSETTINGS_EXPRPANEL_TOGGLE	切換
STUDIOCHARSETTINGS_EXPRPANEL_EXPRESSION	表情
STUDIOCHARSETTINGS_EXPRPANEL_AUTO	自動

STUDIOCHARSETTINGS_EXPRPANEL_OPENING	張開
STUDIOCHARSETTINGS_EXPRPANEL_OPENINGL	張開（左）
STUDIOCHARSETTINGS_EXPRPANEL_OPENINGR	張開（右）
STUDIOCHARSETTINGS_EXPRPANEL_SPLITOPENING	分開眼睛張開
STUDIOCHARSETTINGS_EXPRPANEL_BLINKING	眨眼
STUDIOCHARSETTINGS_EXPRPANEL_COPY	複製
STUDIOCHARSETTINGS_EXPRPANEL_PASTE	粘貼
