STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_GENERAL_TITLE	Generale
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_SPATIAL_TITLE	Posizionalità

STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_VOLUME	Volume
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_PLAYBACK	Playback
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_REPEAT	Ripeti
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_STOP	Stop
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_START	Play

STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_TOGGLE	Toggle
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_SPATIAL	Posizionale
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_BLEND	Mixa
