CHARAOBJPANEL_NONESELECTED	無
CHARAOBJPANEL_NONEAVAILABLE	無可用對象

CHARAOBJPANEL_SEARCH_NAME	名稱
CHARAOBJPANEL_SEARCH_DESC	描述
CHARAOBJPANEL_SEARCH_TAGS	標籤

CHARAOBJLAYERPANEL_REMOVE	移除
CHARAOBJLAYERPANEL_EDIT	編輯
CHARAOBJEDITPANEL_HEADER_TRANSFORM	轉換
CHARAOBJEDITPANEL_HEADER_ACCESSORY	配件
CHARAOBJEDITPANEL_NONESELECTED	無
CHARAOBJEDITPANEL_GIZMO	控制器移動
CHARAOBJEDITPANEL_DISPLAY	顯示
CHARAOBJEDITPANEL_PARENT	父級:
CHARAOBJEDITPANEL_BOUNDCLOTHING	綁定服裝:
CHARAOBJEDITPANEL_VISIBILITY	可見性
CHARAOBJEDITPANEL_VISIBILITY_ESSENTIAL	必要
CHARAOBJEDITPANEL_VISIBILITY_IMPORTANT	重要
CHARAOBJEDITPANEL_VISIBILITY_UNIMPORTANT	不重要
CHARAOBJEDITPANEL_HEADER_COLORS	顏色
CHARAOBJEDITPANEL_RESET	重置
CHARAOBJEDITPANEL_HEADER_TEXTURE	紋理
CHARAOBJEDITPANEL_EXPORT	導出
CHARAOBJEDITPANEL_SYNCCOLORSTOBODY	將顏色與身體同步
CHARAOBJEDITPANEL_SYNCCOLORSTOFACE	將顏色與臉部同步
CHARAOBJEDITPANEL_HEADER_ADVANCED	Advanced
