STUDIOOBJSETTINGS_PAGE_LIGHT_GENERAL_TITLE	一般
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_TITLE	影

STUDIOOBJSETTINGS_PAGE_LIGHT_COLOR	色
STUDIOOBJSETTINGS_PAGE_LIGHT_INT	強度
STUDIOOBJSETTINGS_PAGE_LIGHT_RANGE	範囲
STUDIOOBJSETTINGS_PAGE_LIGHT_ANG	角度
STUDIOOBJSETTINGS_PAGE_LIGHT_INNANG	内角度
STUDIOOBJSETTINGS_PAGE_LIGHT_TYPE	タイプ
STUDIOOBJSETTINGS_PAGE_LIGHT_STRENGTH	強さ
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY	品質

STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_NONE	なし
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_HARD	ハード
STUDIOOBJSETTINGS_PAGE_LIGHT_SHADOWS_SOFT	ソフト

STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_USEPIPELINESETTINGS　パイプライン設定を使用
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_LOW	低い
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_MEDIUM	中程度
STUDIOOBJSETTINGS_PAGE_LIGHT_QUALITY_HIGH	高い
