STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_GENERAL_TITLE	General
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_SPATIAL_TITLE	Spatialization

STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_VOLUME	Volume
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_PLAYBACK	Playback
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_REPEAT	Repeat
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_STOP	Stop
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_START	Start

STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_TOGGLE	Toggle
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_SPATIAL	Spatial
STUDIOOBJSETTINGS_PAGE_AUDIOSOURCE_BLEND	Blend
